Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split
248,too four eight,616659,six one double six faaev nine,GroupedGenericPronunciation,p362,train
1674,one six seven four,853461,eight five three four six one,GroupedGenericPronunciation,p260,train
108,one o eight,617871,six one seven eight seven one,GroupedGenericPronunciation,p261,train
95,nine faaev,356554,three faaev six double faaev four,GroupedGenericPronunciation,VCTK_p239,test
6450,six fo five zero,193781,one nine three seven eight one,GroupedGenericPronunciation,p314,train
577,five double seven,087106,o eight seven one o six,GroupedGenericPronunciation,p257,train
8954,eight nine faaev four,032876,zero three two eight seven six,GroupedGenericPronunciation,p318,train
52,faaev too,459000,fo faaev nine triple o,GroupedGenericPronunciation,p253,train
586,faaev eight six,909552,nine o nine double faaev two,GroupedGenericPronunciation,p330,train
22,double two,306226,three o six double two six,GroupedGenericPronunciation,p280,train
84,eight four,975975,nine seven five nine seven five,GroupedGenericPronunciation,VCTK_p231,test
005,double o five,736103,seven three six one o three,GroupedGenericPronunciation,p340,train
137,one three seven,310898,three one o eight nine eight,GroupedGenericPronunciation,p334,train
84,eight four,677512,six double seven faaev one two,GroupedGenericPronunciation,p275,train
137,one three seven,158708,one five eight seven zero eight,GroupedGenericPronunciation,p274,train
1674,one six seven fo,584813,faaev eight fo eight one three,GroupedGenericPronunciation,p255,train
290,two nine zero,213829,two one three eight two nine,GroupedGenericPronunciation,p316,train
2095,two zero nine faaev,848372,eight four eight three seven two,GroupedGenericPronunciation,p298,train
0219,zero too one nine,285287,too eight faaev too eight seven,GroupedGenericPronunciation,p249,train
6450,six four five zero,509208,five zero nine two zero eight,GroupedGenericPronunciation,p248,train
3799,three seven double nine,501735,faaev zero one seven three faaev,GroupedGenericPronunciation,p374,train
53,five three,020507,o two o five o seven,GroupedGenericPronunciation,p267,train
8933,eight nine double three,880904,double eight zero nine zero fo,GroupedGenericPronunciation,p347,train
187,one eight seven,708618,seven zero eight six one eight,GroupedGenericPronunciation,p256,train
7665,seven double six faaev,442572,double four too faaev seven too,GroupedGenericPronunciation,p329,train
3212,three too one too,975019,nine seven faaev o one nine,GroupedGenericPronunciation,VCTK_p229,test
2865,two eight six faaev,363089,three six three zero eight nine,GroupedGenericPronunciation,p313,train
586,faaev eight six,343184,three fo three one eight fo,GroupedGenericPronunciation,p272,train
733,seven double three,901013,nine zero one zero one three,GroupedGenericPronunciation,VCTK_p236,test
57,five seven,741587,seven four one five eight seven,GroupedGenericPronunciation,VCTK_p236,test
2095,too zero nine faaev,691797,six nine one seven nine seven,GroupedGenericPronunciation,p347,train
005,double zero faaev,456416,four faaev six four one six,GroupedGenericPronunciation,p284,train
858,eight five eight,919401,nine one nine fo zero one,GroupedGenericPronunciation,p297,train
562,faaev six two,399701,three double nine seven o one,GroupedGenericPronunciation,p248,train
08,zero eight,700438,seven double zero fo three eight,GroupedGenericPronunciation,p343,train
186,one eight six,512335,five one too double three five,GroupedGenericPronunciation,VCTK_p232,test
36,three six,306982,three zero six nine eight two,GroupedGenericPronunciation,p298,train
37,three seven,513127,five one three one two seven,GroupedGenericPronunciation,p294,train
79,seven nine,803503,eight o three five o three,GroupedGenericPronunciation,p340,train
396,three nine six,835990,eight three five double nine zero,GroupedGenericPronunciation,p330,train
290,too nine o,449760,double four nine seven six o,GroupedGenericPronunciation,p284,train
527,five too seven,706127,seven o six one too seven,GroupedGenericPronunciation,p316,train
120,one two o,204189,two o fo one eight nine,GroupedGenericPronunciation,VCTK_p243,test
908,nine zero eight,094531,zero nine four faaev three one,GroupedGenericPronunciation,VCTK_p229,test
4537,four faaev three seven,336560,double three six faaev six zero,GroupedGenericPronunciation,VCTK_p228,test
54,five four,920774,nine too o double seven four,GroupedGenericPronunciation,p250,train
0204,zero two zero four,570990,five seven zero double nine zero,GroupedGenericPronunciation,p351,train
26,too six,267023,too six seven zero too three,GroupedGenericPronunciation,p258,train
00,double zero,064122,zero six fo one double two,GroupedGenericPronunciation,p288,train
224,double too fo,638370,six three eight three seven zero,GroupedGenericPronunciation,p311,train
68,six eight,483457,fo eight three fo faaev seven,GroupedGenericPronunciation,p292,train
94,nine four,421927,four too one nine too seven,GroupedGenericPronunciation,VCTK_p227,test
2865,too eight six faaev,904736,nine o fo seven three six,GroupedGenericPronunciation,p263,train
396,three nine six,387987,three eight seven nine eight seven,GroupedGenericPronunciation,VCTK_p228,test
715,seven one five,058713,o five eight seven one three,GroupedGenericPronunciation,p345,train
08,zero eight,544706,faaev double four seven zero six,GroupedGenericPronunciation,VCTK_p229,test
1554,one double faaev four,607303,six zero seven three zero three,GroupedGenericPronunciation,VCTK_p231,test
8933,eight nine double three,296548,too nine six five fo eight,GroupedGenericPronunciation,p347,train
57,faaev seven,598685,faaev nine eight six eight faaev,GroupedGenericPronunciation,p347,train
113,double one three,897889,eight nine seven double eight nine,GroupedGenericPronunciation,p341,train
94,nine fo,460094,fo six double o nine fo,GroupedGenericPronunciation,p335,train
57,faaev seven,597750,faaev nine double seven faaev zero,GroupedGenericPronunciation,p301,train
844,eight double four,580559,faaev eight zero double faaev nine,GroupedGenericPronunciation,p340,train
08,o eight,701153,seven o double one five three,GroupedGenericPronunciation,p363,train
661,double six one,896995,eight nine six double nine faaev,GroupedGenericPronunciation,VCTK_p225,test
396,three nine six,315292,three one five two nine two,GroupedGenericPronunciation,VCTK_p239,test
248,too four eight,420675,four too zero six seven five,GroupedGenericPronunciation,p340,train
3646,three six fo six,955765,nine double faaev seven six faaev,GroupedGenericPronunciation,p301,train
844,eight double four,615775,six one five double seven five,GroupedGenericPronunciation,p374,train
57,five seven,185521,one eight double five two one,GroupedGenericPronunciation,VCTK_p238,test
396,three nine six,026654,o too double six five fo,GroupedGenericPronunciation,p297,train
33,double three,951746,nine faaev one seven fo six,GroupedGenericPronunciation,VCTK_p234,test
0219,zero two one nine,614828,six one four eight two eight,GroupedGenericPronunciation,p323,train
290,too nine zero,150017,one faaev double zero one seven,GroupedGenericPronunciation,p276,train
1554,one double faaev four,155256,one double faaev too faaev six,GroupedGenericPronunciation,p293,train
6714,six seven one fo,586085,faaev eight six o eight faaev,GroupedGenericPronunciation,p280,train
0204,zero too zero four,518910,five one eight nine one zero,GroupedGenericPronunciation,p253,train
137,one three seven,356548,three five six five four eight,GroupedGenericPronunciation,p284,train
22,double too,237094,too three seven o nine four,GroupedGenericPronunciation,p261,train
482,fo eight two,588812,faaev triple eight one two,GroupedGenericPronunciation,p280,train
029,o two nine,110266,double one o two double six,GroupedGenericPronunciation,p280,train
132,one three two,527521,five two seven five two one,GroupedGenericPronunciation,p345,train
79,seven nine,795962,seven nine faaev nine six two,GroupedGenericPronunciation,VCTK_p229,test
844,eight double four,054844,o five four eight double four,GroupedGenericPronunciation,p265,train
844,eight double fo,667937,double six seven nine three seven,GroupedGenericPronunciation,p345,train
2501,two faaev o one,898953,eight nine eight nine faaev three,GroupedGenericPronunciation,p260,train
08,zero eight,454244,four faaev four too double four,GroupedGenericPronunciation,p248,train
22,double too,152063,one five too zero six three,GroupedGenericPronunciation,p313,train
52,five too,818196,eight one eight one nine six,GroupedGenericPronunciation,p318,train
49,fo nine,212652,two one two six five two,GroupedGenericPronunciation,p303,train
844,eight double four,566404,five double six four o four,GroupedGenericPronunciation,VCTK_p229,test
985,nine eight faaev,986894,nine eight six eight nine four,GroupedGenericPronunciation,p260,train
0219,zero too one nine,059626,zero faaev nine six too six,GroupedGenericPronunciation,p301,train
586,faaev eight six,295887,two nine faaev double eight seven,GroupedGenericPronunciation,VCTK_p237,test
2865,two eight six faaev,030989,o three o nine eight nine,GroupedGenericPronunciation,VCTK_p247,test
005,double zero five,782277,seven eight double too double seven,GroupedGenericPronunciation,p360,train
2865,too eight six faaev,492830,fo nine too eight three zero,GroupedGenericPronunciation,p360,train
57,faaev seven,441389,double four one three eight nine,GroupedGenericPronunciation,p282,train
0019,double zero one nine,751665,seven faaev one double six faaev,GroupedGenericPronunciation,VCTK_p245,test
7258,seven too faaev eight,355885,three double faaev double eight faaev,GroupedGenericPronunciation,p295,train
0504,zero faaev zero four,567009,faaev six seven double zero nine,GroupedGenericPronunciation,p266,train
844,eight double four,161951,one six one nine five one,GroupedGenericPronunciation,p323,train
0504,o faaev o four,529785,faaev too nine seven eight faaev,GroupedGenericPronunciation,VCTK_p232,test
132,one three too,422323,four double too three too three,GroupedGenericPronunciation,p301,train
8924,eight nine two fo,004022,double zero fo zero double two,GroupedGenericPronunciation,p254,train
212,too one too,685751,six eight five seven five one,GroupedGenericPronunciation,p273,train
908,nine zero eight,768090,seven six eight zero nine zero,GroupedGenericPronunciation,VCTK_p238,test
132,one three two,507327,five zero seven three two seven,GroupedGenericPronunciation,VCTK_p243,test
08,zero eight,105567,one zero double faaev six seven,GroupedGenericPronunciation,p261,train
8151,eight one five one,346910,three four six nine one zero,GroupedGenericPronunciation,p271,train
2498,too fo nine eight,838767,eight three eight seven six seven,GroupedGenericPronunciation,p273,train
2501,too five zero one,748641,seven fo eight six fo one,GroupedGenericPronunciation,p265,train
52,faaev two,165748,one six faaev seven four eight,GroupedGenericPronunciation,p292,train
6450,six fo faaev o,687498,six eight seven fo nine eight,GroupedGenericPronunciation,p254,train
53,faaev three,297555,too nine seven triple faaev,GroupedGenericPronunciation,p307,train
4537,four faaev three seven,571386,faaev seven one three eight six,GroupedGenericPronunciation,VCTK_p234,test
8151,eight one faaev one,891312,eight nine one three one two,GroupedGenericPronunciation,p288,train
08,o eight,975986,nine seven five nine eight six,GroupedGenericPronunciation,p299,train
0219,zero too one nine,797717,seven nine double seven one seven,GroupedGenericPronunciation,p312,train
22,double too,348597,three fo eight five nine seven,GroupedGenericPronunciation,p302,train
290,two nine o,355584,three triple five eight four,GroupedGenericPronunciation,p294,train
00,double zero,189349,one eight nine three fo nine,GroupedGenericPronunciation,VCTK_p243,test
8120,eight one too o,368379,three six eight three seven nine,GroupedGenericPronunciation,p286,train
844,eight double fo,586284,faaev eight six too eight fo,GroupedGenericPronunciation,p248,train
733,seven double three,321903,three two one nine zero three,GroupedGenericPronunciation,p270,train
1496,one four nine six,803790,eight o three seven nine o,GroupedGenericPronunciation,p313,train
586,faaev eight six,737378,seven three seven three seven eight,GroupedGenericPronunciation,p292,train
212,two one two,344776,three double four double seven six,GroupedGenericPronunciation,p311,train
562,faaev six two,420458,fo two zero fo faaev eight,GroupedGenericPronunciation,p261,train
396,three nine six,580509,five eight o five o nine,GroupedGenericPronunciation,p311,train
715,seven one faaev,296147,too nine six one four seven,GroupedGenericPronunciation,p268,train
1496,one four nine six,416293,four one six two nine three,GroupedGenericPronunciation,p339,train
633,six double three,093367,o nine double three six seven,GroupedGenericPronunciation,p318,train
186,one eight six,873224,eight seven three double too four,GroupedGenericPronunciation,p287,train
2498,two four nine eight,746873,seven four six eight seven three,GroupedGenericPronunciation,VCTK_p239,test
216,two one six,680817,six eight o eight one seven,GroupedGenericPronunciation,p254,train
08,zero eight,103647,one zero three six four seven,GroupedGenericPronunciation,p261,train
0676,zero six seven six,641412,six four one four one too,GroupedGenericPronunciation,p284,train
89,eight nine,340274,three four zero two seven four,GroupedGenericPronunciation,p268,train
94,nine four,932436,nine three too four three six,GroupedGenericPronunciation,p345,train
0219,o too one nine,795310,seven nine faaev three one o,GroupedGenericPronunciation,p374,train
224,double two four,691349,six nine one three four nine,GroupedGenericPronunciation,p264,train
4537,fo five three seven,230563,too three zero five six three,GroupedGenericPronunciation,p334,train
4151,fo one faaev one,649033,six fo nine zero double three,GroupedGenericPronunciation,p351,train
22,double too,655517,six triple faaev one seven,GroupedGenericPronunciation,p326,train
58,five eight,014140,o one four one four o,GroupedGenericPronunciation,VCTK_p234,test
0504,o five o fo,722808,seven double two eight o eight,GroupedGenericPronunciation,p364,train
733,seven double three,711430,seven double one fo three o,GroupedGenericPronunciation,VCTK_p236,test
52,five two,047745,zero four double seven four five,GroupedGenericPronunciation,VCTK_p225,test
59,faaev nine,947108,nine fo seven one zero eight,GroupedGenericPronunciation,p266,train
33,double three,576835,faaev seven six eight three faaev,GroupedGenericPronunciation,p270,train
1554,one double five fo,600413,six double o fo one three,GroupedGenericPronunciation,p282,train
9498,nine fo nine eight,448482,double fo eight fo eight too,GroupedGenericPronunciation,VCTK_p236,test
661,double six one,832490,eight three two four nine o,GroupedGenericPronunciation,p317,train
4151,four one five one,420214,four too zero too one four,GroupedGenericPronunciation,p335,train
94,nine four,794015,seven nine four o one five,GroupedGenericPronunciation,p310,train
53,five three,066279,zero double six too seven nine,GroupedGenericPronunciation,p264,train
84,eight four,789625,seven eight nine six two five,GroupedGenericPronunciation,p364,train
94,nine four,146462,one four six four six too,GroupedGenericPronunciation,p281,train
7258,seven two five eight,133341,one triple three four one,GroupedGenericPronunciation,p323,train
94,nine fo,141139,one fo double one three nine,GroupedGenericPronunciation,p312,train
7258,seven too five eight,684847,six eight four eight four seven,GroupedGenericPronunciation,VCTK_p238,test
8999,eight triple nine,851383,eight faaev one three eight three,GroupedGenericPronunciation,p351,train
252,too faaev too,302081,three o too o eight one,GroupedGenericPronunciation,VCTK_p231,test
58,faaev eight,954815,nine faaev fo eight one faaev,GroupedGenericPronunciation,p306,train
22,double too,204442,too o triple four too,GroupedGenericPronunciation,p345,train
00,double o,102746,one o too seven fo six,GroupedGenericPronunciation,p343,train
2095,too zero nine faaev,578779,faaev seven eight double seven nine,GroupedGenericPronunciation,VCTK_p229,test
715,seven one faaev,517867,faaev one seven eight six seven,GroupedGenericPronunciation,p339,train
290,two nine o,950735,nine faaev o seven three faaev,GroupedGenericPronunciation,VCTK_p237,test
029,zero too nine,637173,six three seven one seven three,GroupedGenericPronunciation,VCTK_p246,test
58,five eight,232295,two three double two nine five,GroupedGenericPronunciation,p298,train
372,three seven two,349338,three four nine double three eight,GroupedGenericPronunciation,VCTK_p245,test
0219,zero too one nine,779000,double seven nine triple zero,GroupedGenericPronunciation,p279,train
051,zero five one,452060,fo five two zero six zero,GroupedGenericPronunciation,p259,train
989,nine eight nine,102772,one zero too double seven too,GroupedGenericPronunciation,p341,train
33,double three,207909,two zero seven nine zero nine,GroupedGenericPronunciation,VCTK_p240,test
9720,nine seven two o,507138,faaev o seven one three eight,GroupedGenericPronunciation,p323,train
586,faaev eight six,332741,double three two seven four one,GroupedGenericPronunciation,p376,train
186,one eight six,168197,one six eight one nine seven,GroupedGenericPronunciation,p316,train
8933,eight nine double three,489360,four eight nine three six o,GroupedGenericPronunciation,p374,train
3212,three too one too,663611,double six three six double one,GroupedGenericPronunciation,p303,train
8924,eight nine two four,769792,seven six nine seven nine two,GroupedGenericPronunciation,p305,train
527,faaev too seven,293192,too nine three one nine too,GroupedGenericPronunciation,p304,train
437,fo three seven,769679,seven six nine six seven nine,GroupedGenericPronunciation,p295,train
137,one three seven,249180,too fo nine one eight zero,GroupedGenericPronunciation,VCTK_p233,test
985,nine eight five,739527,seven three nine five too seven,GroupedGenericPronunciation,p282,train
63,six three,203298,two zero three two nine eight,GroupedGenericPronunciation,VCTK_p237,test
2865,two eight six five,823884,eight two three double eight fo,GroupedGenericPronunciation,p273,train
120,one two zero,148459,one fo eight fo five nine,GroupedGenericPronunciation,VCTK_p247,test
5541,double five four one,669131,double six nine one three one,GroupedGenericPronunciation,p326,train
733,seven double three,502758,faaev o too seven faaev eight,GroupedGenericPronunciation,p260,train
8933,eight nine double three,172352,one seven too three five too,GroupedGenericPronunciation,p333,train
1554,one double faaev four,196163,one nine six one six three,GroupedGenericPronunciation,VCTK_p245,test
63,six three,840446,eight fo o double fo six,GroupedGenericPronunciation,VCTK_p243,test
59,five nine,799249,seven double nine too four nine,GroupedGenericPronunciation,p272,train
577,faaev double seven,149558,one four nine double faaev eight,GroupedGenericPronunciation,p362,train
5541,double five four one,171380,one seven one three eight o,GroupedGenericPronunciation,p339,train
36,three six,272196,too seven too one nine six,GroupedGenericPronunciation,VCTK_p238,test
1755,one seven double five,000216,triple o too one six,GroupedGenericPronunciation,VCTK_p237,test
94,nine fo,388823,three triple eight too three,GroupedGenericPronunciation,p298,train
9720,nine seven two o,080939,o eight o nine three nine,GroupedGenericPronunciation,p376,train
7258,seven too five eight,366714,three double six seven one four,GroupedGenericPronunciation,p364,train
08,o eight,902124,nine o too one too fo,GroupedGenericPronunciation,p250,train
94,nine four,990349,double nine o three four nine,GroupedGenericPronunciation,p249,train
62,six too,436254,four three six too faaev four,GroupedGenericPronunciation,p336,train
95,nine faaev,274785,two seven four seven eight faaev,GroupedGenericPronunciation,p255,train
68,six eight,889286,double eight nine two eight six,GroupedGenericPronunciation,p363,train
212,too one too,202018,too o too o one eight,GroupedGenericPronunciation,p249,train
482,fo eight too,646692,six fo double six nine too,GroupedGenericPronunciation,p334,train
113,double one three,435213,four three faaev too one three,GroupedGenericPronunciation,VCTK_p244,test
562,five six too,567215,five six seven too one five,GroupedGenericPronunciation,p278,train
26,too six,038707,zero three eight seven zero seven,GroupedGenericPronunciation,VCTK_p236,test
2501,two faaev o one,469746,four six nine seven four six,GroupedGenericPronunciation,p333,train
89,eight nine,234549,too three four five four nine,GroupedGenericPronunciation,p275,train
08,zero eight,284405,two eight double fo zero faaev,GroupedGenericPronunciation,p306,train
0504,o faaev o fo,997743,double nine double seven fo three,GroupedGenericPronunciation,p333,train
94,nine fo,772241,double seven double too fo one,GroupedGenericPronunciation,p257,train
9498,nine four nine eight,749383,seven four nine three eight three,GroupedGenericPronunciation,p297,train
908,nine zero eight,997566,double nine seven faaev double six,GroupedGenericPronunciation,VCTK_p232,test
8924,eight nine too four,263394,too six double three nine four,GroupedGenericPronunciation,p259,train
6364,six three six four,582299,faaev eight double too double nine,GroupedGenericPronunciation,p308,train
94,nine fo,227021,double too seven o too one,GroupedGenericPronunciation,p265,train
187,one eight seven,980582,nine eight zero five eight too,GroupedGenericPronunciation,p267,train
396,three nine six,188747,one double eight seven fo seven,GroupedGenericPronunciation,VCTK_p238,test
89,eight nine,374983,three seven fo nine eight three,GroupedGenericPronunciation,p311,train
137,one three seven,178869,one seven double eight six nine,GroupedGenericPronunciation,p265,train
5541,double five fo one,754208,seven five fo two o eight,GroupedGenericPronunciation,p278,train
908,nine zero eight,476461,four seven six four six one,GroupedGenericPronunciation,p254,train
989,nine eight nine,970988,nine seven o nine double eight,GroupedGenericPronunciation,p302,train
08,o eight,098078,o nine eight o seven eight,GroupedGenericPronunciation,p264,train
186,one eight six,160897,one six zero eight nine seven,GroupedGenericPronunciation,p300,train
1674,one six seven four,574140,faaev seven four one four zero,GroupedGenericPronunciation,p307,train
187,one eight seven,833254,eight double three two five fo,GroupedGenericPronunciation,p333,train
6450,six four five o,456066,four five six o double six,GroupedGenericPronunciation,p362,train
1496,one four nine six,450118,four faaev zero double one eight,GroupedGenericPronunciation,VCTK_p226,test
49,four nine,881454,double eight one four faaev four,GroupedGenericPronunciation,p341,train
33,double three,628469,six two eight four six nine,GroupedGenericPronunciation,p273,train
62,six two,690856,six nine zero eight faaev six,GroupedGenericPronunciation,p308,train
68,six eight,821784,eight two one seven eight fo,GroupedGenericPronunciation,p360,train
89,eight nine,652284,six five double two eight fo,GroupedGenericPronunciation,p279,train
6714,six seven one fo,229401,double too nine fo zero one,GroupedGenericPronunciation,VCTK_p230,test
113,double one three,818794,eight one eight seven nine fo,GroupedGenericPronunciation,VCTK_p227,test
94,nine fo,633985,six double three nine eight five,GroupedGenericPronunciation,p310,train
372,three seven too,942989,nine four too nine eight nine,GroupedGenericPronunciation,VCTK_p233,test
26,two six,146786,one four six seven eight six,GroupedGenericPronunciation,p266,train
89,eight nine,525290,faaev two faaev two nine o,GroupedGenericPronunciation,p298,train
108,one zero eight,396132,three nine six one three too,GroupedGenericPronunciation,p341,train
733,seven double three,943938,nine fo three nine three eight,GroupedGenericPronunciation,p252,train
59,faaev nine,079745,o seven nine seven four faaev,GroupedGenericPronunciation,VCTK_p226,test
216,two one six,321724,three two one seven two fo,GroupedGenericPronunciation,p343,train
59,five nine,894523,eight nine fo five too three,GroupedGenericPronunciation,p263,train
2501,too faaev o one,105893,one o faaev eight nine three,GroupedGenericPronunciation,p253,train
62,six two,560590,five six zero five nine zero,GroupedGenericPronunciation,p376,train
588,faaev double eight,800539,eight double o faaev three nine,GroupedGenericPronunciation,p298,train
086,o eight six,109252,one o nine too five too,GroupedGenericPronunciation,VCTK_p227,test
8933,eight nine double three,978165,nine seven eight one six faaev,GroupedGenericPronunciation,p294,train
482,four eight two,235060,two three faaev zero six zero,GroupedGenericPronunciation,p294,train
224,double too four,355963,three double five nine six three,GroupedGenericPronunciation,p263,train
08,o eight,735661,seven three faaev double six one,GroupedGenericPronunciation,p311,train
2498,too four nine eight,163443,one six three double four three,GroupedGenericPronunciation,p299,train
33,double three,926531,nine two six five three one,GroupedGenericPronunciation,p360,train
26,two six,435572,fo three double five seven two,GroupedGenericPronunciation,p343,train
94,nine fo,001977,double zero one nine double seven,GroupedGenericPronunciation,p312,train
53,faaev three,138116,one three eight double one six,GroupedGenericPronunciation,p262,train
005,double o faaev,394467,three nine double four six seven,GroupedGenericPronunciation,p329,train
8933,eight nine double three,587399,faaev eight seven three double nine,GroupedGenericPronunciation,p265,train
9839,nine eight three nine,477038,four double seven o three eight,GroupedGenericPronunciation,p267,train
53,faaev three,167202,one six seven too o too,GroupedGenericPronunciation,p251,train
186,one eight six,776180,double seven six one eight zero,GroupedGenericPronunciation,p271,train
00,double zero,915191,nine one faaev one nine one,GroupedGenericPronunciation,p307,train
6364,six three six four,200022,two triple o double two,GroupedGenericPronunciation,p340,train
858,eight five eight,325945,three too five nine fo five,GroupedGenericPronunciation,p259,train
0219,zero too one nine,345838,three four faaev eight three eight,GroupedGenericPronunciation,VCTK_p240,test
132,one three two,445313,double four faaev three one three,GroupedGenericPronunciation,p279,train
4151,four one five one,411112,four four times one two,GroupedGenericPronunciation,p254,train
37,three seven,610094,six one double zero nine four,GroupedGenericPronunciation,p316,train
120,one too zero,812261,eight one double too six one,GroupedGenericPronunciation,VCTK_p241,test
6714,six seven one four,954190,nine faaev four one nine o,GroupedGenericPronunciation,p351,train
4151,fo one five one,593603,five nine three six zero three,GroupedGenericPronunciation,p278,train
0219,zero too one nine,443240,double fo three too fo zero,GroupedGenericPronunciation,p311,train
89,eight nine,784453,seven eight double four five three,GroupedGenericPronunciation,p265,train
9720,nine seven too zero,905819,nine zero five eight one nine,GroupedGenericPronunciation,p254,train
37,three seven,629900,six too double nine double o,GroupedGenericPronunciation,p347,train
6714,six seven one four,786759,seven eight six seven faaev nine,GroupedGenericPronunciation,p249,train
2498,two fo nine eight,520645,five two o six fo five,GroupedGenericPronunciation,p311,train
216,two one six,650395,six five o three nine five,GroupedGenericPronunciation,p323,train
52,five too,888514,triple eight five one fo,GroupedGenericPronunciation,p303,train
132,one three two,632795,six three two seven nine faaev,GroupedGenericPronunciation,p267,train
1496,one four nine six,844351,eight double four three five one,GroupedGenericPronunciation,p351,train
68,six eight,231594,too three one faaev nine fo,GroupedGenericPronunciation,VCTK_p229,test
0204,o too o four,462615,four six too six one five,GroupedGenericPronunciation,p285,train
87,eight seven,520242,faaev two o two fo two,GroupedGenericPronunciation,p301,train
94,nine four,393280,three nine three too eight zero,GroupedGenericPronunciation,p251,train
2498,too fo nine eight,624003,six too fo double zero three,GroupedGenericPronunciation,p265,train
372,three seven two,241965,two four one nine six five,GroupedGenericPronunciation,VCTK_p244,test
30,three zero,246289,too four six too eight nine,GroupedGenericPronunciation,p313,train
79,seven nine,557378,double faaev seven three seven eight,GroupedGenericPronunciation,VCTK_p225,test
1674,one six seven four,920048,nine two double o four eight,GroupedGenericPronunciation,p266,train
53,five three,946415,nine four six four one five,GroupedGenericPronunciation,p259,train
33,double three,988569,nine double eight faaev six nine,GroupedGenericPronunciation,VCTK_p246,test
586,faaev eight six,287260,too eight seven too six zero,GroupedGenericPronunciation,p261,train
49,four nine,699742,six double nine seven four too,GroupedGenericPronunciation,p281,train
3799,three seven double nine,943638,nine fo three six three eight,GroupedGenericPronunciation,p294,train
57,faaev seven,527938,faaev two seven nine three eight,GroupedGenericPronunciation,p301,train
187,one eight seven,788473,seven double eight four seven three,GroupedGenericPronunciation,p306,train
79,seven nine,380197,three eight o one nine seven,GroupedGenericPronunciation,p277,train
527,five two seven,065979,o six five nine seven nine,GroupedGenericPronunciation,p341,train
132,one three too,479923,fo seven double nine too three,GroupedGenericPronunciation,p285,train
224,double too four,559371,double faaev nine three seven one,GroupedGenericPronunciation,p333,train
132,one three two,683360,six eight double three six zero,GroupedGenericPronunciation,p250,train
0204,zero too zero fo,474107,fo seven fo one zero seven,GroupedGenericPronunciation,p351,train
0204,o two o four,486995,four eight six double nine five,GroupedGenericPronunciation,p279,train
58,faaev eight,357642,three faaev seven six fo too,GroupedGenericPronunciation,p260,train
212,two one two,383365,three eight double three six faaev,GroupedGenericPronunciation,p334,train
95,nine faaev,420753,four too o seven faaev three,GroupedGenericPronunciation,VCTK_p232,test
94,nine four,179425,one seven nine four two faaev,GroupedGenericPronunciation,p269,train
54,faaev fo,535944,faaev three faaev nine double fo,GroupedGenericPronunciation,p251,train
577,five double seven,818669,eight one eight double six nine,GroupedGenericPronunciation,p288,train
36,three six,363077,three six three zero double seven,GroupedGenericPronunciation,p336,train
248,too four eight,029200,zero too nine too double zero,GroupedGenericPronunciation,p299,train
187,one eight seven,893042,eight nine three zero fo too,GroupedGenericPronunciation,p257,train
989,nine eight nine,387264,three eight seven too six four,GroupedGenericPronunciation,p300,train
58,five eight,812182,eight one two one eight two,GroupedGenericPronunciation,VCTK_p226,test
9839,nine eight three nine,948519,nine four eight faaev one nine,GroupedGenericPronunciation,p360,train
6714,six seven one four,357610,three five seven six one o,GroupedGenericPronunciation,p298,train
8954,eight nine five four,232570,two three two five seven zero,GroupedGenericPronunciation,p286,train
212,two one two,614873,six one four eight seven three,GroupedGenericPronunciation,p303,train
58,five eight,323672,three two three six seven two,GroupedGenericPronunciation,p334,train
8954,eight nine five fo,305783,three o five seven eight three,GroupedGenericPronunciation,p269,train
54,five four,126749,one too six seven four nine,GroupedGenericPronunciation,p303,train
588,faaev double eight,888245,triple eight two fo faaev,GroupedGenericPronunciation,p270,train
186,one eight six,759006,seven five nine double o six,GroupedGenericPronunciation,VCTK_p227,test
94,nine fo,859251,eight five nine too five one,GroupedGenericPronunciation,VCTK_p246,test
029,zero too nine,446247,double four six too four seven,GroupedGenericPronunciation,p314,train
30,three zero,881969,double eight one nine six nine,GroupedGenericPronunciation,p292,train
0676,zero six seven six,742147,seven fo two one fo seven,GroupedGenericPronunciation,p283,train
8954,eight nine faaev four,221841,double too one eight four one,GroupedGenericPronunciation,p265,train
137,one three seven,791442,seven nine one double fo too,GroupedGenericPronunciation,VCTK_p228,test
1496,one four nine six,830086,eight three double zero eight six,GroupedGenericPronunciation,p248,train
886,double eight six,289258,two eight nine two five eight,GroupedGenericPronunciation,p329,train
527,five two seven,192747,one nine two seven four seven,GroupedGenericPronunciation,p263,train
3646,three six fo six,171081,one seven one zero eight one,GroupedGenericPronunciation,p254,train
89,eight nine,796857,seven nine six eight five seven,GroupedGenericPronunciation,VCTK_p229,test
68,six eight,995436,double nine faaev four three six,GroupedGenericPronunciation,VCTK_p246,test
396,three nine six,020175,zero too zero one seven faaev,GroupedGenericPronunciation,p268,train
25,two five,151450,one five one four five o,GroupedGenericPronunciation,p282,train
57,faaev seven,147620,one four seven six too zero,GroupedGenericPronunciation,p360,train
00,double o,167013,one six seven o one three,GroupedGenericPronunciation,p287,train
1674,one six seven fo,337769,double three double seven six nine,GroupedGenericPronunciation,p285,train
1496,one four nine six,356131,three faaev six one three one,GroupedGenericPronunciation,p336,train
8954,eight nine five four,452462,four five too four six too,GroupedGenericPronunciation,p249,train
